millis,ax_g,ay_g,az_g,gx_dps,gy_dps,gz_dps
3940,-0.3204,-0.0109,0.7721,-58.2264,-81.6677,-12.8754
3950,-0.2878,0.0580,0.7506,-54.9893,-78.2594,-14.3603
3960,-0.2944,0.0428,0.6686,-46.9102,-73.0985,-6.5328
3970,-0.2661,0.1171,0.7250,-42.4513,-62.1140,-4.5312
3980,-0.2401,0.0678,0.7498,-33.0815,-51.7701,-3.6665
3990,-0.2032,0.1006,0.7965,-22.9122,-47.1411,-3.5027
4000,-0.1363,0.0990,0.8545,-12.6543,-38.2476,-4.6440
4010,-0.1051,0.1743,0.9286,-7.0298,-27.5643,0.7121
4020,-0.0587,0.1213,0.9825,1.5547,-11.2682,4.1788
4030,-0.0007,0.1522,1.0351,12.7052,-3.1175,3.9489
4040,0.0690,0.1384,1.0977,22.9584,9.6736,7.2162
4050,0.0942,0.1097,1.1791,29.3974,20.9856,4.0299
4060,0.1507,0.1329,1.1708,34.4153,30.7987,9.1057
4070,0.2110,0.1427,1.2205,44.6090,37.9196,10.6704
4080,0.2443,0.1127,1.2602,52.8565,51.8293,7.5170
4090,0.2834,0.1225,1.2352,54.6293,59.2946,8.5618
4100,0.3046,0.0772,1.1697,59.0961,67.6189,12.0189
4110,0.3770,0.0640,1.1850,67.0679,76.0233,15.1193
4120,0.3748,0.0322,1.1201,70.0818,79.2682,17.3858
4130,0.3591,0.0244,1.0725,73.0645,84.5637,17.3193
4140,0.3438,0.0320,1.0368,72.0513,86.7462,18.8558
4150,0.3781,-0.0213,0.9681,70.3015,90.9982,19.8341
4160,0.3196,-0.0548,0.8803,68.8965,88.6081,21.5472
4170,0.2894,-0.0957,0.8495,65.0370,89.5262,23.5191
4180,0.2684,-0.1259,0.7901,60.8791,83.5467,24.3698
4190,0.2424,-0.1038,0.7532,57.0278,81.6270,24.0520
4200,0.2359,-0.1777,0.7392,51.3389,75.7394,25.4051
4210,0.1830,-0.1916,0.7355,48.8390,70.6196,24.5441
4220,0.1989,-0.1935,0.7345,37.1783,63.8432,27.5384
4230,0.1114,-0.2179,0.7607,31.0483,54.0216,25.4274
4240,0.1212,-0.1829,0.8062,22.4484,45.5066,29.9786
4250,0.0629,-0.2816,0.8413,17.1184,30.8563,26.9235
4260,0.0979,-0.2355,0.8952,5.4804,26.2469,27.6322
4270,0.0368,-0.2333,1.0035,-4.0742,12.6590,25.5910
4280,0.0240,-0.2723,1.0325,-10.3434,2.6130,26.3290
4290,0.0255,-0.2621,1.0935,-20.3211,-9.4384,27.1557
4300,0.0129,-0.2369,1.1428,-29.8628,-16.9181,26.5733
4310,-0.0538,-0.2065,1.1859,-33.5723,-31.1482,24.9232
4320,-0.0586,-0.2485,1.2134,-42.2269,-38.0941,23.3912
4330,-0.1020,-0.2497,1.2293,-46.8867,-46.3673,25.1989
4340,-0.0941,-0.1851,1.2125,-53.6304,-53.8214,24.7969
4350,-0.1223,-0.1588,1.2352,-59.1498,-62.2005,24.8894
4360,-0.1546,-0.1770,1.1753,-64.8093,-70.6594,25.4181
4370,-0.1914,-0.1921,1.1659,-70.8009,-80.9023,21.3041
4380,-0.2101,-0.0989,1.0617,-69.2413,-80.2959,17.0538
4390,-0.2445,-0.1082,1.0205,-71.7483,-84.2453,19.6156
4400,-0.2428,-0.0585,1.0027,-70.6789,-87.2337,15.1062
4410,-0.2435,-0.0588,0.9224,-71.1863,-88.3201,15.0564
4420,-0.3314,-0.0387,0.8492,-70.3649,-89.4404,18.2381
4430,-0.3067,-0.0164,0.8208,-67.9825,-88.9519,15.9832
4440,-0.3186,0.0491,0.7472,-59.8711,-82.2034,11.9524
4450,-0.2980,0.0699,0.7445,-53.8024,-77.5488,10.5581
4460,-0.3162,0.0207,0.6862,-50.6716,-76.1935,10.0443
4470,-0.2817,0.0641,0.7251,-42.4398,-65.4479,5.1710
4480,-0.2745,0.1351,0.7385,-33.5073,-59.2673,8.0867
4490,-0.2038,0.1083,0.7966,-29.4386,-48.6457,4.7103
4500,-0.1747,0.1010,0.8479,-20.0149,-40.2500,7.4095
4510,-0.1300,0.1387,0.8707,-12.2858,-27.6922,-0.1225
4520,-0.0673,0.1433,0.9804,1.2649,-17.0306,2.2903
4530,-0.0293,0.1471,0.9936,7.6968,-7.1039,-2.6084
4540,0.0005,0.1403,1.0249,15.1074,-0.4178,-0.9012
4550,0.0997,0.1415,1.0743,21.4382,15.2786,-6.5622
4560,0.1515,0.1327,1.2025,33.2589,25.6087,-4.9406
4570,0.1890,0.1406,1.2019,42.7727,33.1354,-8.7916
4580,0.2564,0.1064,1.2114,47.2886,46.8532,-11.1549
4590,0.2946,0.1049,1.2150,52.5640,50.8640,-11.1657
4600,0.2819,0.0908,1.1992,60.5664,64.4367,-11.5241
4610,0.3100,0.1029,1.2267,61.1198,73.0228,-13.0170
4620,0.3708,0.0669,1.1674,66.9196,74.3736,-11.9037
4630,0.3771,0.0355,1.1585,70.8033,82.7582,-14.7768
4640,0.3347,0.0231,1.0580,69.8794,86.4481,-23.0784
4650,0.3201,-0.0009,0.9612,70.2713,89.4158,-19.7150
4660,0.3197,-0.0099,0.9678,71.9915,86.9695,-23.9511
4670,0.3060,-0.0452,0.8862,69.8849,91.2172,-21.7794
4680,0.2645,-0.0422,0.8379,67.3110,89.4135,-20.6993
4690,0.2711,-0.0765,0.8251,64.5165,88.2415,-25.5649
4700,0.2196,-0.1265,0.7547,60.2762,83.3720,-26.0430
4710,0.1945,-0.1553,0.7615,52.8579,80.9261,-24.1173
4720,0.2076,-0.1514,0.7299,46.7725,72.8931,-25.6687
4730,0.1498,-0.1769,0.7222,42.3471,66.8800,-22.4680
4740,0.1349,-0.2068,0.7709,35.7089,59.6940,-25.4554
4750,0.1261,-0.2480,0.7822,28.5763,48.8937,-25.3685
4760,0.1090,-0.2663,0.8612,16.4311,41.6020,-23.1815
4770,0.0675,-0.2310,0.9027,12.7193,31.1979,-27.8111
4780,0.0519,-0.2304,0.9544,1.7043,19.3002,-26.8892
4790,0.0157,-0.2333,1.0264,-8.6579,6.3201,-28.8159
4800,0.0479,-0.2755,1.0872,-16.6918,-2.6192,-26.1664
4810,0.0069,-0.2263,1.1246,-24.6047,-12.9323,-24.3574
4820,-0.0483,-0.2518,1.1935,-31.0042,-26.6510,-23.3207
4830,-0.0474,-0.2244,1.2038,-44.3238,-35.5268,-25.6475
4840,-0.0595,-0.2100,1.2402,-49.0147,-47.6844,-26.3239
4850,-0.0868,-0.2209,1.2097,-56.0946,-59.1077,-25.8076
4860,-0.0827,-0.2018,1.2193,-60.8960,-63.5327,-26.3868
4870,-0.1170,-0.2140,1.2012,-62.3219,-68.4551,-22.5803
4880,-0.1803,-0.1724,1.1426,-66.1465,-77.7538,-19.2763
4890,-0.2012,-0.1665,1.0977,-72.4361,-85.8483,-25.6328
4900,-0.2541,-0.0966,1.0338,-72.3967,-86.0219,-24.0639
4910,-0.2468,-0.0815,1.0017,-71.5691,-89.9953,-15.8337
4920,-0.2687,-0.0422,0.9172,-74.0849,-86.0682,-20.7252
4930,-0.2356,-0.0289,0.8825,-67.7510,-89.7979,-15.5730
4940,-0.3020,-0.0212,0.8460,-66.2683,-87.9813,-17.2064
4950,-0.3510,0.0173,0.7893,-62.6959,-86.9739,-12.0161
4960,-0.3227,0.0270,0.7172,-57.2519,-80.9595,-10.4631
4970,-0.3001,0.0672,0.7360,-49.0401,-77.6521,-10.2820
4980,-0.3104,0.0834,0.7523,-45.3871,-71.2019,-7.2625
4990,-0.2806,0.0742,0.7384,-39.4614,-62.5332,-7.3326
5000,-0.2396,0.1099,0.7934,-27.5779,-55.5991,-4.7020
5010,-0.1915,0.1233,0.8189,-24.6527,-43.1373,-0.7209
5020,-0.1607,0.1266,0.8609,-16.6745,-38.7606,-0.6194
5030,-0.1199,0.1602,0.9114,-8.4545,-24.8162,-2.2472
5040,-0.0289,0.1822,0.9726,6.0645,-14.2547,-0.7292
5050,-0.0011,0.1426,1.0379,13.1570,-4.7110,2.0379
5060,0.0522,0.1421,1.0986,21.7359,11.7844,3.6256
5070,0.0815,0.1010,1.1520,28.3538,13.8829,5.6454
5080,0.1444,0.1371,1.1912,35.5999,31.4466,5.8962
5090,0.2215,0.1216,1.2068,41.8327,36.2654,10.0266
5100,0.2185,0.0749,1.2295,48.6520,49.0129,10.3797
5110,0.2851,0.1091,1.2360,57.0763,62.3109,12.5660
5120,0.3269,0.0995,1.1823,61.2264,61.1898,13.2307
5130,0.3257,0.0538,1.1708,68.4953,69.8864,15.8954
5140,0.3506,0.0400,1.1286,67.0334,81.2482,13.6737
5150,0.3279,0.0030,1.0827,69.9381,84.3146,20.6932
5160,0.3713,0.0100,1.0125,69.8985,86.7135,19.6720
5170,0.3556,-0.0601,0.9509,74.3211,89.5442,21.0435
5180,0.3222,-0.0596,0.8811,67.8229,88.1658,22.4017
5190,0.2610,-0.0392,0.8561,69.3123,89.4112,24.3587
5200,0.2515,-0.1006,0.8027,67.2702,89.9515,24.5602
5210,0.2666,-0.1147,0.7295,59.9186,82.9230,24.3642
5220,0.2534,-0.1496,0.7391,56.2425,79.1357,24.2848
5230,0.1992,-0.1896,0.7079,44.8755,75.6991,21.9744
5240,0.1894,-0.1872,0.7710,40.9820,69.7376,26.2867
5250,0.1261,-0.1955,0.7496,30.8554,56.5404,25.6976
5260,0.1093,-0.2392,0.7874,26.0971,48.9739,26.0656
5270,0.0905,-0.2239,0.8438,17.2753,37.5321,31.7523
5280,0.0788,-0.2147,0.8909,7.3609,27.4969,23.3777
5290,0.0211,-0.2243,0.9501,2.4083,17.8938,27.2584
5300,0.0516,-0.2809,1.0437,-7.6154,6.4682,29.5264
5310,0.0412,-0.2694,1.0753,-17.8683,-6.4906,28.8829
5320,-0.0277,-0.2796,1.1436,-26.6478,-18.4545,29.1836
5330,-0.0516,-0.2203,1.1952,-36.7715,-26.9968,23.8131
5340,-0.0362,-0.2219,1.1838,-41.1262,-34.7907,24.0202
5350,-0.0788,-0.2088,1.2583,-43.7271,-42.8302,26.6238
5360,-0.1346,-0.2281,1.2441,-55.0455,-54.6763,24.2169
5370,-0.0954,-0.2184,1.2419,-58.1585,-62.1913,27.5306
5380,-0.1348,-0.1756,1.1834,-64.6940,-68.0964,23.7574
5390,-0.1708,-0.1583,1.1875,-65.2135,-73.5517,22.9331
5400,-0.1474,-0.1555,1.1329,-68.8053,-80.8927,22.4240
5410,-0.2150,-0.1121,1.0579,-71.9005,-85.1638,19.9099
5420,-0.2586,-0.0781,1.0541,-75.5751,-84.3497,19.5494
5430,-0.2642,-0.0624,0.9593,-72.5910,-90.2599,16.7732
5440,-0.3061,-0.0634,0.8843,-67.6664,-90.8277,16.7875
5450,-0.3143,-0.0618,0.8419,-68.0968,-92.0655,14.6396
5460,-0.3002,-0.0007,0.8105,-62.8087,-85.6788,14.7291
5470,-0.3212,0.0304,0.7811,-60.5877,-83.4819,9.9757
5480,-0.3139,0.0446,0.7483,-57.7485,-74.1785,8.2920
5490,-0.2596,0.0603,0.7547,-47.4695,-72.9791,10.7795
5500,-0.2543,0.0746,0.7680,-40.4631,-63.3138,8.6827
5510,-0.2258,0.1199,0.7377,-34.4101,-54.6589,4.6505
5520,-0.1948,0.1189,0.7895,-25.8263,-44.1474,4.4843
5530,-0.1537,0.1339,0.8271,-16.1704,-40.3398,1.2220
5540,-0.0830,0.1215,0.9071,-8.6095,-23.7021,5.6352
5550,-0.0665,0.1338,0.9874,1.0823,-17.2351,-3.0401
5560,0.0286,0.1529,1.0365,9.3451,-5.8464,1.7539
5570,0.0300,0.1295,1.0635,14.1192,5.2710,-5.0374
5580,0.1007,0.1211,1.1329,27.2448,16.5664,-4.2598
5590,0.1326,0.1331,1.2036,34.7076,27.9275,-7.3286
5600,0.1993,0.1548,1.2012,41.3937,33.9763,-9.1047
5610,0.2588,0.1228,1.2260,50.5985,49.2389,-8.0307
5620,0.3154,0.1326,1.2346,55.2430,57.9521,-9.9013
5630,0.3022,0.0828,1.1759,62.6253,64.4273,-13.6659
5640,0.3357,0.0594,1.1968,67.9653,73.3879,-16.3786
5650,0.3388,0.0191,1.1505,68.8966,83.2988,-11.6428
5660,0.3355,0.0117,1.1004,67.7972,84.5687,-14.3712
5670,0.3221,0.0257,1.0043,70.4576,86.7880,-18.2744
5680,0.3348,-0.0232,0.9409,73.4107,92.9508,-20.4262
5690,0.2813,-0.0406,0.8821,69.6062,88.4825,-20.3643
5700,0.2992,-0.0631,0.8499,66.3223,88.9324,-21.6787
5710,0.2707,-0.1038,0.7951,63.9189,85.6901,-20.4549
5720,0.2303,-0.1312,0.7611,60.5467,82.6504,-25.6081
5730,0.2008,-0.1428,0.7759,55.7175,80.6491,-24.2399
5740,0.1643,-0.1537,0.7566,50.0608,74.1622,-26.5375
5750,0.2051,-0.1751,0.7211,41.0073,65.3286,-22.8616
5760,0.1170,-0.1903,0.7398,35.3033,59.2841,-22.3025
5770,0.1511,-0.2117,0.8181,27.6636,51.2390,-26.4598
5780,0.1063,-0.2442,0.8271,18.7107,39.5573,-25.5073
5790,0.0660,-0.2436,0.9142,6.0165,30.1940,-23.9409
5800,0.0294,-0.2643,0.9806,0.4838,17.7545,-27.4192
5810,0.0515,-0.2294,1.0091,-11.9810,4.9852,-28.6313
5820,0.0439,-0.2915,1.0819,-16.5643,-6.2273,-24.4929
5830,-0.0284,-0.2505,1.1414,-24.7097,-19.4389,-25.2810
5840,-0.0354,-0.1922,1.1647,-32.4202,-27.3298,-26.3312
5850,-0.0275,-0.2385,1.1904,-40.9675,-37.9852,-22.5619
5860,-0.0634,-0.2431,1.2188,-50.1099,-48.8207,-24.4677
5870,-0.0554,-0.2058,1.2464,-53.6599,-57.7582,-27.8048
5880,-0.1338,-0.1621,1.2063,-61.4132,-66.0630,-22.7549
5890,-0.1393,-0.1717,1.1822,-64.1582,-72.7642,-22.6911
5900,-0.2056,-0.1333,1.1315,-70.6432,-78.7715,-17.7741
5910,-0.1649,-0.1222,1.0642,-72.0315,-83.9121,-20.5848
5920,-0.2482,-0.1080,1.0623,-71.0085,-88.7126,-19.8424
5930,-0.3038,-0.0114,0.9197,-68.3154,-86.4775,-17.2796
5940,-0.2839,-0.0467,0.8890,-70.5155,-88.1719,-16.3212
5950,-0.3011,-0.0317,0.8522,-63.3228,-88.7696,-18.1579
5960,-0.2696,-0.0054,0.7646,-58.6081,-84.6983,-13.6391
5970,-0.3169,0.0351,0.7702,-62.0826,-82.2733,-13.0955
5980,-0.3047,0.0588,0.7613,-53.8802,-78.2250,-8.0627
5990,-0.2802,0.0853,0.7132,-49.8267,-71.8130,-4.6295
6000,-0.2422,0.0894,0.7413,-42.0723,-60.4848,-10.2724
6010,-0.2452,0.0760,0.7383,-34.8042,-55.1101,-8.2613
6020,-0.1868,0.1299,0.8070,-25.6779,-45.8876,-6.3635
6030,-0.1528,0.1253,0.8479,-14.7823,-38.5058,-4.2738
6040,-0.1270,0.1338,0.8991,-7.1359,-27.4901,-2.8796
6050,-0.0684,0.1162,0.9814,0.2833,-13.6741,0.2553
6060,-0.0167,0.1378,1.0232,8.3720,-6.5793,3.9402
6070,0.0169,0.1353,1.0972,16.8926,5.1988,0.7338
6080,0.1056,0.1474,1.1288,24.0301,14.7988,1.6366
6090,0.1064,0.1142,1.1390,33.0264,24.3921,2.6474
6100,0.2118,0.1357,1.2070,40.2764,37.6691,10.2973
6110,0.2540,0.1257,1.2339,48.6268,45.4972,12.3947
6120,0.2700,0.0876,1.2014,51.1447,54.9978,8.1647
6130,0.2882,0.0813,1.2482,60.8742,61.4056,9.4950
6140,0.3238,0.0569,1.1971,67.6529,75.7852,14.5809
6150,0.3501,0.0762,1.1742,67.4380,76.3786,17.6167
6160,0.3639,-0.0142,1.1021,66.9996,81.4526,18.8169
6170,0.3552,0.0052,1.0630,74.1634,88.3153,18.5337
6180,0.3617,-0.0468,1.0028,71.3088,87.6126,20.8060
6190,0.3146,-0.0506,0.9194,65.1423,89.9749,21.3967
6200,0.3089,-0.0524,0.8635,68.3908,88.1196,20.7839
6210,0.2483,-0.1074,0.7674,66.7456,87.8191,26.6985
6220,0.2678,-0.1166,0.7961,61.9505,83.7142,23.7726
6230,0.2260,-0.1606,0.7189,58.0546,80.6098,22.3748
6240,0.1876,-0.1255,0.6871,50.9429,73.6767,24.3126
6250,0.1915,-0.1656,0.7160,43.0684,65.7598,22.7442
6260,0.1537,-0.1801,0.7403,30.7535,57.6514,26.3734
6270,0.0550,-0.2463,0.8093,22.9619,47.4386,28.9515
6280,0.0896,-0.2535,0.8279,16.9801,36.8595,24.4743
6290,0.0385,-0.2190,0.9083,9.0892,29.1733,29.4040
6300,0.0687,-0.2506,0.9459,-3.4580,17.5199,31.3751
6310,0.0760,-0.2550,1.0784,-12.6036,4.0680,27.8613
6320,-0.0030,-0.2426,1.1040,-19.2632,-9.7891,24.6012
6330,-0.0127,-0.2701,1.1896,-33.4425,-18.9576,24.8772
6340,-0.0379,-0.2231,1.1678,-40.9104,-32.4532,25.5407
6350,-0.0472,-0.2285,1.2291,-44.8555,-39.8683,23.1501
6360,-0.0642,-0.2069,1.2101,-50.5572,-49.7560,22.6211
6370,-0.0780,-0.2136,1.2382,-58.3118,-60.5157,23.8557
6380,-0.1524,-0.1706,1.2197,-67.2819,-69.6020,23.1422
6390,-0.1256,-0.1775,1.1452,-66.2159,-75.4251,23.9267
6400,-0.2019,-0.1244,1.1134,-71.7229,-75.5395,19.4097
6410,-0.2064,-0.0974,1.0577,-69.8423,-84.7751,24.4685
6420,-0.2140,-0.0790,0.9941,-72.1725,-87.8040,21.7667
6430,-0.2443,-0.0652,0.9546,-71.3142,-87.3579,20.3620
6440,-0.3000,-0.0357,0.8833,-69.1999,-89.1327,15.8911
6450,-0.3117,-0.0764,0.8149,-68.9726,-87.0358,19.2695
6460,-0.3169,0.0199,0.7963,-62.5980,-89.0692,13.6315
6470,-0.3112,0.0206,0.7706,-57.3767,-85.2789,16.5350
6480,-0.2816,0.0524,0.7099,-53.0683,-71.3329,13.3982
6490,-0.3170,0.0653,0.7193,-44.9336,-71.6975,7.9221
6500,-0.2576,0.0637,0.7417,-40.9982,-64.0934,7.0611
6510,-0.2266,0.0962,0.7605,-30.6928,-55.3854,10.1951
6520,-0.1928,0.1336,0.7866,-24.2418,-45.1441,6.9074
6530,-0.1500,0.1607,0.8666,-17.9148,-39.2044,2.8864
6540,-0.0825,0.1283,0.9211,-7.6939,-26.3885,2.0097
6550,-0.0469,0.1290,0.9828,0.9322,-15.4181,0.2118
6560,0.0174,0.1788,1.0287,10.0778,-2.5954,-3.4617
6570,0.0639,0.1318,1.1276,19.5299,6.9120,-3.8782
6580,0.1442,0.1875,1.1757,30.0470,16.8156,-6.4805
6590,0.1216,0.1408,1.1744,35.1919,26.7864,-7.6229
6600,0.2370,0.1119,1.2119,44.1357,34.9801,-7.5724
6610,0.2465,0.1375,1.2522,47.4631,50.9062,-11.9318
6620,0.2807,0.1373,1.2124,56.4322,54.9604,-10.0571
6630,0.2975,0.0556,1.2187,64.1460,65.9498,-12.9385
6640,0.3014,0.0922,1.1733,68.2170,78.1207,-13.3306
6650,0.3415,0.0301,1.1043,70.8054,80.5671,-14.6681
6660,0.3357,0.0420,1.0573,70.4465,86.7616,-15.2615
6670,0.3522,-0.0201,0.9681,70.0423,88.0496,-17.7512
6680,0.2973,-0.0720,0.9185,70.9574,91.2970,-18.8826
6690,0.3363,-0.0553,0.8308,66.5872,89.8440,-21.7129
6700,0.2917,-0.0698,0.8676,64.0537,87.4066,-21.1189
6710,0.2551,-0.0709,0.8086,64.3440,88.0989,-24.9684
6720,0.2173,-0.1025,0.7718,55.4922,80.5927,-24.4895
6730,0.1893,-0.1435,0.7386,55.3705,73.3884,-23.1581
6740,0.1582,-0.1799,0.7510,43.2294,69.6120,-25.3020
6750,0.1458,-0.2021,0.7671,40.4816,64.5917,-24.7763
6760,0.1296,-0.2150,0.7899,29.0340,52.4416,-28.2428
6770,0.1032,-0.2389,0.8253,23.8473,47.2840,-23.6962
6780,0.0562,-0.2390,0.8383,12.8268,37.2839,-27.8188
6790,0.0579,-0.2931,0.9241,5.8692,29.0759,-25.9951
6800,0.0246,-0.2442,0.9700,-4.0066,12.1734,-26.8467
6810,0.0272,-0.2505,1.0176,-13.3373,3.7207,-24.8394
6820,0.0416,-0.1976,1.0789,-20.5629,-12.5047,-27.2651
6830,-0.0011,-0.2300,1.1575,-26.4443,-20.4627,-28.2187
6840,-0.0396,-0.2480,1.2096,-38.3865,-30.0005,-29.6250
6850,-0.0857,-0.2181,1.1872,-42.3158,-38.9789,-25.9750
6860,-0.1069,-0.2401,1.2642,-51.2652,-50.5173,-27.0969
6870,-0.1373,-0.2123,1.2559,-57.3931,-59.5100,-22.9280
6880,-0.1141,-0.2210,1.2021,-57.7319,-68.0782,-20.3590
6890,-0.1708,-0.1358,1.1697,-70.3623,-74.5853,-26.8476
6900,-0.1820,-0.1316,1.1344,-70.4405,-78.9266,-24.0157
6910,-0.2251,-0.1428,1.0987,-74.7613,-83.3050,-19.6915
6920,-0.2341,-0.0995,1.0191,-72.5746,-86.0544,-16.8419
6930,-0.2304,-0.0567,0.9473,-72.2938,-87.2926,-17.5962
6940,-0.2927,-0.0415,0.9163,-63.1336,-87.6638,-16.3215
6950,-0.3050,-0.0136,0.8000,-67.1132,-92.4754,-14.3359
6960,-0.3243,-0.0120,0.7936,-60.3484,-87.4602,-12.6697
6970,-0.2926,0.0159,0.7795,-56.7122,-83.0139,-9.0631
6980,-0.3242,0.0542,0.7410,-54.2217,-78.5277,-9.5176
6990,-0.3088,0.0946,0.7468,-44.7812,-67.7496,-11.4026
7000,-0.2903,0.0778,0.7544,-35.2332,-60.8046,-8.2778
7010,-0.2599,0.0877,0.7863,-30.5075,-54.0795,-5.3141
7020,-0.1791,0.1479,0.8201,-21.2080,-43.2333,-5.5361
7030,-0.0893,0.1176,0.8551,-11.4967,-30.4096,-2.6812
7040,-0.1066,0.1657,0.9299,-6.0047,-22.1565,-1.4285
7050,-0.0152,0.1534,0.9930,4.0415,-11.4253,-0.1529
7060,0.0357,0.1676,1.0903,16.6227,3.9320,4.5971
7070,0.0722,0.1821,1.1604,26.8625,15.8734,4.3284
7080,0.1446,0.1550,1.1836,32.5404,29.1890,4.6479
7090,0.1974,0.1473,1.1942,41.7763,38.3105,7.1224
7100,0.2252,0.1036,1.2105,48.0562,47.4334,9.9749
7110,0.3173,0.0931,1.2257,54.6058,54.7409,15.7829
7120,0.2703,0.1034,1.2457,61.6040,62.2791,13.5525
7130,0.3388,0.1016,1.1969,65.0414,71.7221,17.5304
7140,0.3519,0.0767,1.1463,68.7214,73.2123,17.0244
7150,0.3386,0.0732,1.0821,67.8125,83.9207,13.0181
7160,0.3514,0.0126,1.0647,69.6216,88.2632,19.2060
7170,0.3570,-0.0148,0.9890,72.5428,89.0992,17.9796
7180,0.3286,-0.0222,0.9235,67.8720,89.5633,18.0392
7190,0.3147,-0.0664,0.8692,69.6190,91.8168,19.6256
7200,0.2979,-0.0917,0.8512,64.8708,88.1076,26.3168
7210,0.2180,-0.1350,0.7731,60.6264,87.1881,20.4133
7220,0.2657,-0.1133,0.7848,59.4913,86.1113,23.0006
7230,0.2508,-0.1788,0.7572,50.4951,77.3804,27.3636
7240,0.1963,-0.1678,0.7328,43.3245,70.9936,26.9968
7250,0.1677,-0.2262,0.7666,35.6080,61.6409,22.7705
7260,0.0901,-0.1938,0.7836,27.7155,50.8966,26.4419
7270,0.0926,-0.2491,0.8149,24.4846,41.1798,25.9067
7280,0.0600,-0.2203,0.8725,7.2600,31.9172,26.7070
7290,0.0455,-0.2759,0.9153,3.0687,23.8388,28.6932
7300,0.0590,-0.2571,1.0002,-5.5464,8.6352,26.0100
7310,0.0053,-0.2264,1.0497,-11.7864,0.3867,26.4196
7320,-0.0002,-0.2647,1.1186,-23.2188,-9.2010,29.7853
7330,-0.0521,-0.2437,1.1661,-34.4771,-21.4400,22.8747
7340,-0.0380,-0.2473,1.1284,-35.1497,-31.1608,25.4145
7350,-0.0521,-0.2752,1.2214,-46.4811,-41.4204,26.6637
7360,-0.0918,-0.2099,1.1930,-51.3543,-49.2507,22.5917
7370,-0.1169,-0.1923,1.2301,-59.8458,-57.3376,23.1349
7380,-0.0907,-0.2059,1.1922,-64.2389,-64.0692,20.9820
7390,-0.1802,-0.1527,1.1803,-67.1242,-72.8690,23.0596
7400,-0.2040,-0.1596,1.1635,-67.3845,-80.8369,20.5589
7410,-0.2258,-0.1420,1.0514,-69.3562,-83.4409,22.3947
7420,-0.2089,-0.1011,1.0379,-73.1060,-85.8533,21.8880
7430,-0.2155,-0.0903,0.9703,-70.8901,-86.4448,18.7259
7440,-0.2749,-0.0021,0.8633,-71.1985,-94.0435,16.4004
7450,-0.3137,-0.0501,0.8494,-67.3139,-88.1470,16.1193
7460,-0.3173,0.0229,0.7865,-63.1080,-89.5609,14.1352
7470,-0.2883,0.0527,0.7411,-57.1033,-80.4831,9.9991
7480,-0.3211,0.0143,0.7195,-54.1328,-75.9961,13.1589
7490,-0.2565,0.0421,0.7956,-45.8299,-68.6098,9.6969
7500,-0.2331,0.1063,0.7375,-37.8188,-60.2110,9.2233
7510,-0.2280,0.1015,0.7380,-30.1677,-52.5462,3.2550
7520,-0.1780,0.1321,0.7960,-23.7062,-45.2408,6.1370
7530,-0.1299,0.1582,0.8595,-9.8730,-33.0734,6.9200
7540,-0.0648,0.1356,0.9160,-5.5490,-21.1086,2.2816
7550,-0.0631,0.1268,0.9840,5.8530,-12.6238,-3.5675
7560,0.0328,0.0954,1.0214,12.9569,-2.0547,-2.1180
7570,0.0564,0.1531,1.1098,23.5068,6.5339,-3.9458
7580,0.1133,0.1254,1.1484,26.6883,24.2205,-5.3567
7590,0.1816,0.1426,1.1687,42.9556,31.7472,-7.9002
7600,0.2208,0.1307,1.2038,45.6080,41.3574,-8.0112
7610,0.2471,0.0844,1.2223,50.4142,51.9020,-11.5901
7620,0.2693,0.1297,1.2395,59.1142,60.3034,-11.8064
7630,0.3049,0.1002,1.2120,67.6866,68.5296,-15.0095
7640,0.3693,0.0756,1.1608,67.9625,78.0501,-14.8286
7650,0.3885,0.0114,1.1172,67.4409,83.0158,-14.4894
7660,0.3623,0.0031,1.0635,70.5786,88.4537,-18.8146
7670,0.3657,-0.0243,1.0379,74.5868,91.3694,-17.7194
7680,0.3158,-0.0497,0.9146,68.2667,88.2593,-22.1426
7690,0.3063,-0.0876,0.8802,68.8609,90.7119,-22.1095
7700,0.2900,-0.0815,0.8326,65.6063,91.0797,-22.8226
7710,0.2378,-0.1089,0.7582,66.6293,89.7892,-20.6867
7720,0.2086,-0.1321,0.7484,56.0904,77.8600,-25.6386
7730,0.2065,-0.1680,0.7354,54.2641,73.1261,-22.2287
7740,0.1717,-0.1513,0.7220,43.9959,70.4452,-28.2256
7750,0.1309,-0.1909,0.7562,36.7068,61.5408,-26.0857
7760,0.1330,-0.2664,0.7959,31.9262,51.1504,-24.3633
7770,0.0951,-0.2385,0.8424,22.3105,43.7616,-25.1239
7780,0.0964,-0.2384,0.8750,7.8550,30.1072,-28.7800
7790,0.0579,-0.2246,0.9349,4.6919,17.8430,-29.2883
7800,0.0314,-0.2547,1.0444,-4.8816,10.3507,-25.0314
7810,0.0214,-0.2550,1.0354,-16.1158,-0.3891,-29.2295
7820,-0.0025,-0.2617,1.1158,-22.7189,-10.0922,-25.2981
7830,-0.0328,-0.2301,1.1798,-31.3359,-21.0840,-27.1766
7840,-0.0466,-0.2451,1.1996,-40.1270,-32.4889,-25.7464
7850,-0.0419,-0.2396,1.2310,-46.4386,-41.8798,-20.6119
7860,-0.0667,-0.2298,1.2329,-53.0912,-52.1100,-21.5616
